state,county,month.index,avg.temp,fips,lat,lng,type,cases
GA,barrow county,11,54.2,13013,33.9932,-83.7127,wild bird,2
GA,dekalb county,11,54.9,13089,33.7715,-84.2264,wild bird,1
GA,franklin county,11,53.8,13119,34.3754,-83.2291,wild bird,1
GA,greene county,11,55.5,13133,33.5788,-83.1667,wild bird,2
GA,houston county,11,58.5,13153,32.459,-83.6662,wild bird,1
GA,mcduffie county,11,56.6,13189,33.4828,-82.4814,wild bird,1
GA,newton county,11,55.4,13217,33.555,-83.8502,wild bird,5
GA,rockdale county,11,55.3,13247,33.6543,-84.0266,wild bird,1
GA,stewart county,11,56.3,13259,32.0785,-84.8352,wild bird,1
ID,ada county,11,33.1,16001,43.4511,-116.2412,wild bird,1
ID,canyon county,11,33.5,16027,43.6251,-116.7093,wild bird,6
ID,gooding county,11,32.4,16047,42.971,-114.8116,wild bird,1
ID,jefferson county,11,23.1,16051,43.8201,-112.3113,wild bird,3
ID,jerome county,11,32.1,16053,42.6899,-114.264,wild bird,1
IL,champaign county,11,42.1,17019,40.1401,-88.1992,wild bird,4
IL,grundy county,11,42.0,17063,41.2851,-88.4185,poultry,8800
IL,livingston county,11,43.1,17105,40.8916,-88.5577,wild bird,2
IL,vermilion county,11,41.9,17183,40.1834,-87.7328,wild bird,1
IL,will county,11,41.9,17197,41.445,-87.9786,wild bird,3
IN,floyd county,11,45.8,18043,38.3188,-85.907,wild bird,1
IN,greene county,11,43.1,18055,39.0363,-86.962,wild bird,1
IN,jasper county,11,41.6,18073,41.023,-87.1161,wild bird,4
IN,newton county,11,41.9,18111,40.9558,-87.3976,wild bird,1
IA,clay county,11,34.1,19041,43.0826,-95.1509,wild bird,5
IA,jackson county,11,39.0,19097,42.1717,-90.5742,wild bird,13
IA,louisa county,11,40.6,19115,41.2185,-91.2596,non-poultry,20
IA,louisa county,11,40.6,19115,41.2185,-91.2596,wild bird,1
IA,monona county,11,36.2,19133,42.0517,-95.9599,wild bird,1
IA,wright county,11,35.2,19197,42.7331,-93.7351,poultry,1022800
KS,montgomery county,11,45.3,20125,37.1925,-95.7429,wild bird,2
KS,neosho county,11,45.3,20133,37.5585,-95.3068,wild bird,4
KS,stafford county,11,41.2,20185,38.031,-98.7174,wild bird,1
LA,cameron parish,11,60.3,22023,29.8754,-93.1937,wild bird,16
ME,washington county,11,40.2,23029,45.0307,-67.6287,non-poultry,90
ME,york county,11,41.7,23031,43.4782,-70.7144,wild bird,9
MD,washington county,11,45.7,24043,39.6036,-77.814,poultry,24600
MA,essex county,11,45.8,25009,42.6732,-70.952,captive wild bird,3
MA,middlesex county,11,45.4,25017,42.4856,-71.3918,non-poultry,20
MA,plymouth county,11,48.0,25023,41.9512,-70.8114,captive wild bird,2
MA,suffolk county,11,47.6,25025,42.3334,-71.0719,captive wild bird,2
MA,worcester county,11,43.5,25027,42.3514,-71.9077,captive wild bird,1
MI,baraga county,11,33.0,26013,46.6626,-88.3652,wild bird,1
MI,houghton county,11,34.1,26061,46.8978,-88.6875,wild bird,1
MI,lapeer county,11,41.3,26087,43.0901,-83.2218,poultry,990
MI,monroe county,11,42.7,26115,41.9291,-83.5394,wild bird,2
MI,newaygo county,11,39.2,26123,43.5542,-85.8009,wild bird,1
MN,anoka county,11,33.2,27003,45.2733,-93.2465,captive wild bird,1
MN,cass county,11,30.0,27021,46.9496,-94.3254,captive wild bird,1
MN,crow wing county,11,31.1,27035,46.4824,-94.0709,wild bird,5
MN,dakota county,11,34.3,27037,44.6719,-93.0654,captive wild bird,2
MN,marshall county,11,25.7,27089,48.3581,-96.3685,wild bird,4
MN,otter tail county,11,28.8,27111,46.4088,-95.708,poultry,28200
MN,ramsey county,11,33.9,27123,45.0171,-93.0996,captive wild bird,2
MN,rice county,11,33.8,27131,44.3543,-93.2967,captive wild bird,1
MN,stearns county,11,30.9,27145,45.5521,-94.613,poultry,8500
MN,todd county,11,30.6,27153,46.0706,-94.8976,poultry,44500
MN,washington county,11,33.9,27163,45.0388,-92.8838,captive wild bird,1
MN,wright county,11,32.3,27171,45.1739,-93.9631,captive wild bird,3
MS,lawrence county,11,56.5,28077,31.5502,-90.107,poultry,34400
MS,lowndes county,11,55.5,28087,33.4729,-88.4433,non-poultry,0
MO,chariton county,11,43.6,29041,39.5151,-92.9626,wild bird,15
MO,jackson county,11,42.4,29095,39.0085,-94.3461,wild bird,4
MO,webster county,11,44.6,29225,37.2809,-92.8759,poultry,24200
MT,granite county,11,21.5,30039,46.4045,-113.4404,poultry,40
MT,lewis and clark county,11,21.4,30049,47.1224,-112.3905,captive wild bird,1
MT,teton county,11,22.5,30099,47.8372,-112.2406,wild bird,2
NE,dixon county,11,33.8,31051,42.4931,-96.8677,poultry,1700000
NE,york county,11,37.4,31185,40.8727,-97.5971,wild bird,1
NV,churchill county,11,34.0,32001,39.5808,-118.3358,wild bird,7
NV,humboldt county,11,32.0,32013,41.4068,-118.112,wild bird,1
NV,mineral county,11,35.1,32021,38.5386,-118.435,wild bird,2
NJ,bergen county,11,47.2,34003,40.9597,-74.0742,non-poultry,60
NY,jefferson county,11,40.4,36045,44.0495,-75.9208,wild bird,1
NY,kings county,11,50.2,36047,40.6395,-73.9385,wild bird,1
NY,livingston county,11,42.7,36051,42.7281,-77.7755,wild bird,1
NY,monroe county,11,43.3,36055,43.1464,-77.6961,wild bird,2
NY,nassau county,11,49.6,36059,40.7328,-73.5865,wild bird,1
NY,queens county,11,50.0,36081,40.7023,-73.8203,poultry,170
NY,rensselaer county,11,42.5,36083,42.7111,-73.5097,wild bird,1
NY,saratoga county,11,41.4,36091,43.1074,-73.8639,wild bird,2
NY,seneca county,11,43.5,36099,42.781,-76.8238,wild bird,1
NY,sullivan county,11,40.5,36105,41.7164,-74.7681,non-poultry,110
NY,ulster county,11,41.7,36111,41.8881,-74.2586,wild bird,1
NY,wayne county,11,43.3,36117,43.1566,-77.0294,non-poultry,10
NY,westchester county,11,46.9,36119,41.1624,-73.7561,wild bird,1
NC,beaufort county,11,57.0,37013,35.494,-76.8598,wild bird,5
NC,carteret county,11,59.1,37031,34.8357,-76.6589,wild bird,1
NC,chatham county,11,53.7,37037,35.7026,-79.2553,wild bird,1
NC,durham county,11,53.4,37063,36.036,-78.8766,non-poultry,30
NC,durham county,11,53.4,37063,36.036,-78.8766,wild bird,1
NC,granville county,11,52.8,37077,36.304,-78.6527,wild bird,1
NC,haywood county,11,43.8,37087,35.556,-82.9822,wild bird,1
NC,onslow county,11,57.7,37133,34.7321,-77.4321,wild bird,1
NC,orange county,11,53.1,37135,36.0611,-79.1207,wild bird,2
NC,rutherford county,11,51.2,37161,35.4026,-81.9198,wild bird,3
NC,union county,11,55.0,37179,34.9884,-80.5307,captive wild bird,1
NC,union county,11,55.0,37179,34.9884,-80.5307,non-poultry,50
NC,wake county,11,53.6,37183,35.7903,-78.6503,captive wild bird,1
NC,wake county,11,53.6,37183,35.7903,-78.6503,wild bird,3
ND,bottineau county,11,22.1,38009,48.7922,-100.8333,poultry,130
ND,cass county,11,26.0,38017,46.933,-97.248,wild bird,1
ND,mountrail county,11,21.8,38061,48.2013,-102.3557,non-poultry,40
ND,ward county,11,22.9,38101,48.2217,-101.5418,poultry,20
OH,butler county,11,44.2,39017,39.4386,-84.5756,poultry,150
OH,clermont county,11,44.8,39025,39.0476,-84.1517,wild bird,1
OR,benton county,11,40.9,41003,44.4918,-123.4293,wild bird,2
OR,clackamas county,11,37.4,41005,45.188,-122.2209,wild bird,1
OR,clatsop county,11,41.1,41007,45.9949,-123.6557,wild bird,10
OR,columbia county,11,39.9,41009,45.9438,-123.0883,non-poultry,30
OR,columbia county,11,39.9,41009,45.9438,-123.0883,wild bird,73
OR,coos county,11,44.4,41011,43.1742,-124.0594,wild bird,1
OR,deschutes county,11,29.8,41017,43.915,-121.2282,non-poultry,8
OR,klamath county,11,30.9,41035,42.6863,-121.6501,wild bird,40
OR,lake county,11,27.8,41037,42.7935,-120.3874,wild bird,20
OR,lane county,11,39.5,41039,43.9387,-122.8479,wild bird,2
OR,lincoln county,11,42.6,41041,44.642,-123.8682,wild bird,1
OR,marion county,11,38.6,41047,44.9033,-122.5846,wild bird,1
OR,multnomah county,11,40.2,41051,45.5468,-122.4148,wild bird,2
OR,union county,11,30.2,41061,45.3102,-118.0088,wild bird,1
OR,washington county,11,40.4,41067,45.5601,-123.0983,wild bird,1
OR,yamhill county,11,41.4,41071,45.2327,-123.3081,poultry,150
PA,allegheny county,11,44.8,42003,40.4688,-79.9812,non-poultry,20
PA,berks county,11,45.4,42011,40.4163,-75.926,non-poultry,30
PA,cumberland county,11,45.6,42041,40.1636,-77.2655,wild bird,4
PA,dauphin county,11,45.1,42043,40.4154,-76.7795,non-poultry,130
PA,lehigh county,11,45.1,42077,40.6127,-75.5924,poultry,86560
RI,kent county,11,46.4,44003,41.6721,-71.5931,wild bird,1
RI,washington county,11,46.9,44009,41.4697,-71.6225,wild bird,2
SC,aiken county,11,57.2,45003,33.5443,-81.6347,wild bird,4
SC,beaufort county,11,61.6,45013,32.3855,-80.7302,non-poultry,170
SC,laurens county,11,54.2,45059,34.4834,-82.0057,captive wild bird,1
SC,spartanburg county,11,53.3,45083,34.9309,-81.9908,wild bird,2
SD,beadle county,11,29.4,46005,44.4145,-98.2781,poultry,147800
SD,brown county,11,27.0,46013,45.5898,-98.3516,wild bird,2
SD,brule county,11,31.4,46015,43.7181,-99.0809,non-poultry,30
SD,charles mix county,11,33.1,46023,43.2079,-98.5879,poultry,75100
SD,clark county,11,28.4,46025,44.8583,-97.7295,wild bird,1
SD,codington county,11,28.3,46029,44.9779,-97.1886,wild bird,1
SD,edmunds county,11,26.2,46045,45.4188,-99.2153,poultry,34400
SD,faulk county,11,27.5,46049,45.071,-99.1453,poultry,49900
SD,gregory county,11,33.3,46053,43.1924,-99.1856,poultry,3000
SD,hamlin county,11,28.8,46057,44.6738,-97.1883,poultry,50000
SD,hand county,11,28.7,46059,44.5478,-99.0049,wild bird,1
SD,hanson county,11,30.7,46061,43.6748,-97.7873,poultry,71600
SD,miner county,11,30.0,46097,44.022,-97.6102,wild bird,1
SD,spink county,11,28.7,46115,44.938,-98.3462,poultry,88400
SD,spink county,11,28.7,46115,44.938,-98.3462,wild bird,1
SD,stanley county,11,29.4,46117,44.4123,-100.7359,wild bird,2
SD,turner county,11,33.0,46125,43.3109,-97.1487,non-poultry,210
TN,anderson county,11,48.8,47001,36.1185,-84.1985,wild bird,1
TN,bledsoe county,11,49.2,47007,35.5964,-85.2051,poultry,20900
TN,cumberland county,11,47.1,47035,35.9504,-84.9984,wild bird,1
TN,davidson county,11,50.1,47037,36.1695,-86.7847,non-poultry,10
TN,shelby county,11,50.6,47157,35.1842,-89.894,captive wild bird,1
TX,chambers county,11,61.1,48071,29.7384,-94.6101,wild bird,3
TX,orange county,11,59.2,48361,30.1213,-93.8939,wild bird,61
UT,box elder county,11,29.6,49003,41.521,-113.0821,wild bird,1
UT,davis county,11,33.1,49011,40.99,-112.1115,wild bird,3
UT,iron county,11,33.0,49021,37.8592,-113.2895,poultry,3000
UT,salt lake county,11,32.9,49035,40.6673,-111.9236,wild bird,1
UT,utah county,11,30.7,49049,40.1199,-111.6703,non-poultry,270
UT,weber county,11,30.5,49057,41.2698,-111.9134,wild bird,3
VT,addison county,11,39.6,50001,44.0308,-73.1409,wild bird,11
VA,gloucester county,11,52.6,51073,37.416,-76.5434,non-poultry,80
WA,clallam county,11,38.4,53009,48.0493,-123.928,wild bird,1
WA,clark county,11,40.5,53011,45.7791,-122.4826,wild bird,2
WA,king county,11,37.4,53033,47.4902,-121.8052,wild bird,1
WA,pacific county,11,41.1,53049,46.5557,-123.7041,wild bird,1
WA,skagit county,11,34.7,53057,48.4793,-121.7305,wild bird,6
WA,snohomish county,11,35.7,53061,48.0475,-121.6975,non-poultry,150
WA,snohomish county,11,35.7,53061,48.0475,-121.6975,wild bird,2
WA,thurston county,11,40.1,53067,46.9258,-122.8332,wild bird,2
WA,whatcom county,11,32.9,53073,48.8258,-121.7196,wild bird,5
WI,green lake county,11,38.0,55047,43.8004,-89.0448,wild bird,1
WI,jefferson county,11,39.2,55055,43.0208,-88.7759,poultry,187900
WI,marathon county,11,34.1,55073,44.8983,-89.7591,non-poultry,30
WI,st. croix county,11,33.4,55109,45.034,-92.4526,captive wild bird,1
WI,waukesha county,11,39.7,55133,43.0182,-88.3045,non-poultry,10
WY,albany county,11,26.0,56001,41.6544,-105.7239,wild bird,1
WY,converse county,11,27.9,56009,42.9724,-105.5071,non-poultry,20
WY,fremont county,11,23.9,56013,43.0405,-108.6304,wild bird,1
WY,laramie county,11,30.2,56021,41.3071,-104.6896,wild bird,1
WY,park county,11,21.6,56029,44.5205,-109.5879,wild bird,1
AK,aleutians west census area,11,38.4,2016,52.798,-106.6061,wild bird,4
AK,kenai peninsula borough,11,23.7,2122,60.2654,-151.5652,wild bird,1
AK,matanuska-susitna borough,11,17.4,2170,62.3155,-149.5728,non-poultry,40
AK,matanuska-susitna borough,11,17.4,2170,62.3155,-149.5728,wild bird,79
AK,sitka city and borough,11,32.5,2220,57.2401,-135.3152,captive wild bird,3
AK,sitka city and borough,11,32.5,2220,57.2401,-135.3152,wild bird,2
AK,southeast fairbanks census area,11,8.8,2240,63.8762,-143.213,wild bird,2
AL,cullman county,12,46.5,1043,34.1319,-86.8676,wild bird,1
AL,jackson county,12,43.6,1071,34.7795,-85.9993,wild bird,4
AL,lamar county,12,48.0,1075,33.7792,-88.0969,wild bird,2
AL,lawrence county,12,44.5,1079,34.5216,-87.311,non-poultry,460
AL,tallapoosa county,12,47.4,1123,32.8624,-85.7975,wild bird,1
AZ,maricopa county,12,52.1,4013,33.349,-112.4915,captive wild bird,5
AZ,mohave county,12,44.3,4015,35.7041,-113.7579,wild bird,1
AR,arkansas county,12,45.7,5001,34.2892,-91.3742,non-poultry,20
AR,baxter county,12,38.3,5005,36.2872,-92.3369,wild bird,1
AR,chicot county,12,48.4,5017,33.267,-91.2937,wild bird,1
AR,cleburne county,12,41.2,5023,35.5382,-92.0267,wild bird,1
AR,conway county,12,42.2,5029,35.2624,-92.7015,wild bird,1
AR,craighead county,12,41.2,5031,35.8308,-90.6328,wild bird,3
AR,cross county,12,43.3,5037,35.2957,-90.7711,wild bird,2
AR,desha county,12,46.9,5041,33.8309,-91.2551,wild bird,3
AR,grant county,12,45.5,5053,34.29,-92.4236,wild bird,1
AR,greene county,12,40.2,5055,36.1176,-90.559,wild bird,1
AR,jackson county,12,41.2,5067,35.5992,-91.2145,wild bird,1
AR,johnson county,12,40.8,5071,35.5697,-93.4601,wild bird,2
AR,lawrence county,12,39.7,5075,36.0412,-91.107,wild bird,1
AR,lonoke county,12,43.7,5085,34.7543,-91.8888,wild bird,5
AR,monroe county,12,44.8,5095,34.6778,-91.2039,wild bird,1
AR,poinsett county,12,42.1,5111,35.574,-90.663,wild bird,3
AR,pope county,12,41.3,5115,35.4478,-93.0345,wild bird,1
AR,prairie county,12,44.4,5117,34.8298,-91.5528,wild bird,3
AR,pulaski county,12,43.3,5119,34.77,-92.312,wild bird,1
AR,saline county,12,43.8,5125,34.6467,-92.6766,wild bird,1
CA,alameda county,12,47.0,6001,37.6469,-121.8888,wild bird,2
CA,amador county,12,42.6,6005,38.4464,-120.6511,captive wild bird,2
CA,butte county,12,43.8,6007,39.6669,-121.6007,non-poultry,20
CA,butte county,12,43.8,6007,39.6669,-121.6007,wild bird,4
CA,colusa county,12,44.6,6011,39.1775,-122.237,wild bird,1
CA,contra costa county,12,46.4,6013,37.9191,-121.9277,wild bird,1
CA,del norte county,12,40.2,6015,41.7431,-123.8972,wild bird,1
CA,fresno county,12,40.3,6019,36.7582,-119.6493,wild bird,1
CA,glenn county,12,44.1,6021,39.5983,-122.3921,poultry,32000
CA,glenn county,12,44.1,6021,39.5983,-122.3921,wild bird,5
CA,humboldt county,12,41.6,6023,40.6993,-123.8756,wild bird,3
CA,kern county,12,45.2,6029,35.3426,-118.7301,wild bird,2
CA,los angeles county,12,49.6,6037,34.3209,-118.2247,wild bird,5
CA,marin county,12,47.8,6041,38.0735,-122.7235,wild bird,2
CA,mendocino county,12,43.4,6045,39.4402,-123.3915,non-poultry,20
CA,merced county,12,46.0,6047,37.1919,-120.7177,wild bird,1
CA,monterey county,12,48.0,6053,36.2171,-121.2388,wild bird,2
CA,sacramento county,12,46.1,6067,38.4493,-121.3443,wild bird,1
CA,san diego county,12,51.7,6073,33.0343,-116.735,captive wild bird,6
CA,san diego county,12,51.7,6073,33.0343,-116.735,wild bird,1
CA,san francisco county,12,49.0,6075,37.7558,-122.4449,wild bird,2
CA,san luis obispo county,12,48.3,6079,35.3871,-120.4044,wild bird,7
CA,san mateo county,12,49.1,6081,37.4229,-122.329,captive wild bird,1
CA,san mateo county,12,49.1,6081,37.4229,-122.329,wild bird,5
CA,santa clara county,12,46.5,6085,37.2318,-121.6951,wild bird,2
CA,siskiyou county,12,33.1,6093,41.5927,-122.5404,wild bird,1
CA,sutter county,12,46.1,6101,39.0346,-121.6948,wild bird,2
CA,ventura county,12,47.6,6111,34.4561,-119.0836,wild bird,1
CA,yuba county,12,44.5,6115,39.269,-121.3513,wild bird,4
CO,adams county,12,27.5,8001,39.8737,-104.3379,wild bird,3
CO,baca county,12,32.7,8009,37.3192,-102.5604,wild bird,1
CO,boulder county,12,27.4,8013,40.0925,-105.3577,captive wild bird,14
CO,boulder county,12,27.4,8013,40.0925,-105.3577,wild bird,1
CO,broomfield county,12,31.4,8014,39.9542,-105.0526,wild bird,1
CO,denver county,12,30.9,8031,39.762,-104.8758,wild bird,2
CO,douglas county,12,29.3,8035,39.3297,-104.9296,captive wild bird,2
CO,douglas county,12,29.3,8035,39.3297,-104.9296,wild bird,1
CO,jefferson county,12,29.3,8059,39.5864,-105.2505,wild bird,1
CO,larimer county,12,24.2,8069,40.6664,-105.4612,captive wild bird,19
CO,larimer county,12,24.2,8069,40.6664,-105.4612,non-poultry,2
CO,morgan county,12,25.6,8087,40.2628,-103.8098,wild bird,3
CO,otero county,12,29.2,8089,37.9026,-103.7164,wild bird,1
CO,prowers county,12,30.0,8099,37.9552,-102.3934,poultry,11000
CO,prowers county,12,30.0,8099,37.9552,-102.3934,wild bird,5
CO,pueblo county,12,31.7,8101,38.1735,-104.5127,wild bird,1
CO,rio grande county,12,23.2,8105,37.5825,-106.3832,wild bird,1
CO,saguache county,12,21.8,8109,38.0806,-106.2815,wild bird,1
CO,weld county,12,27.0,8123,40.5548,-104.3925,poultry,1530700
CO,weld county,12,27.0,8123,40.5548,-104.3925,wild bird,2
CT,hartford county,12,33.3,9003,41.8064,-72.7329,wild bird,2
FL,brevard county,12,64.0,12009,28.2936,-80.7323,wild bird,8
FL,broward county,12,69.7,12011,26.1523,-80.4871,captive wild bird,3
FL,charlotte county,12,65.0,12015,26.9055,-81.9123,wild bird,2
FL,duval county,12,57.7,12031,30.3316,-81.6708,captive wild bird,2
FL,duval county,12,57.7,12031,30.3316,-81.6708,non-poultry,10
FL,levy county,12,58.6,12075,29.3184,-82.7436,wild bird,1
FL,palm beach county,12,68.6,12099,26.6476,-80.4655,wild bird,7
FL,st. johns county,12,60.2,12109,29.9016,-81.4407,wild bird,15
FL,sumter county,12,61.3,12119,28.7048,-82.081,wild bird,1
GA,hart county,12,43.3,13147,34.3509,-82.9642,wild bird,1
GA,mcintosh county,12,53.7,13191,31.4963,-81.4103,wild bird,26
ID,canyon county,12,28.4,16027,43.6251,-116.7093,wild bird,1
ID,elmore county,12,26.4,16039,43.3539,-115.4693,wild bird,6
ID,fremont county,12,17.2,16043,44.2288,-111.4819,wild bird,2
ID,gem county,12,26.1,16045,44.0616,-116.3975,non-poultry,80
ID,gooding county,12,26.7,16047,42.971,-114.8116,wild bird,1
IL,clinton county,12,34.1,17027,38.6065,-89.4225,wild bird,2
IL,jefferson county,12,34.9,17081,38.3005,-88.924,wild bird,2
IL,madison county,12,33.6,17119,38.8297,-89.9049,wild bird,1
IL,perry county,12,35.2,17145,38.0837,-89.367,wild bird,2
IL,randolph county,12,34.7,17157,38.0521,-89.8252,wild bird,10
IL,st. clair county,12,34.5,17163,38.4703,-89.9284,non-poultry,60
IN,daviess county,12,34.2,18027,38.7024,-87.0721,poultry,11400
IN,gibson county,12,34.8,18051,38.3119,-87.5846,wild bird,15
IN,tippecanoe county,12,30.1,18157,40.3886,-86.8941,wild bird,1
IA,buchanan county,12,20.3,19019,42.4708,-91.8379,wild bird,1
IA,buena vista county,12,17.2,19021,42.7355,-95.1511,poultry,91900
IA,cerro gordo county,12,17.9,19033,43.0816,-93.2608,wild bird,1
IA,cherokee county,12,17.6,19035,42.7356,-95.6238,poultry,155000
IA,ida county,12,18.9,19093,42.3869,-95.5135,poultry,90000
IA,madison county,12,23.0,19121,41.3307,-94.0156,wild bird,1
IA,monona county,12,20.9,19133,42.0517,-95.9599,wild bird,2
IA,sac county,12,18.5,19161,42.3863,-95.1054,poultry,90000
IA,shelby county,12,21.2,19165,41.6851,-95.3102,wild bird,1
IA,woodbury county,12,19.9,19193,42.3897,-96.0448,wild bird,5
KS,butler county,12,32.1,20015,37.7813,-96.8391,wild bird,1
KS,coffey county,12,32.9,20031,38.2369,-95.7341,wild bird,1
KS,douglas county,12,31.3,20045,38.8847,-95.2926,wild bird,1
KS,elk county,12,33.8,20049,37.4537,-96.2441,non-poultry,30
KS,finney county,12,31.0,20055,38.0443,-100.737,wild bird,6
KS,ford county,12,32.3,20057,37.6917,-99.888,wild bird,2
KS,hamilton county,12,30.2,20075,37.9991,-101.7912,wild bird,2
KS,jewell county,12,27.9,20089,39.7847,-98.2183,wild bird,1
KS,kearny county,12,30.7,20093,38.0002,-101.3199,wild bird,3
KS,kingman county,12,32.4,20095,37.5589,-98.1363,wild bird,1
KS,lincoln county,12,29.0,20105,39.0453,-98.2077,wild bird,1
KS,mitchell county,12,28.5,20123,39.3933,-98.2094,wild bird,4
KS,neosho county,12,34.6,20133,37.5585,-95.3068,wild bird,1
KS,phillips county,12,26.9,20147,39.7846,-99.347,wild bird,3
KS,pottawatomie county,12,28.2,20149,39.379,-96.3424,wild bird,8
KS,rooks county,12,28.1,20163,39.3502,-99.325,wild bird,2
KS,rush county,12,29.3,20165,38.5232,-99.3092,wild bird,7
KS,sherman county,12,28.4,20181,39.3514,-101.72,wild bird,2
KY,fayette county,12,36.9,21067,38.0423,-84.4587,wild bird,1
KY,graves county,12,38.4,21083,36.7231,-88.6512,wild bird,1
KY,jefferson county,12,37.0,21111,38.1872,-85.6591,wild bird,1
KY,trigg county,12,39.5,21221,36.8064,-87.8733,wild bird,1
KY,warren county,12,40.1,21227,36.9936,-86.4238,wild bird,1
LA,avoyelles parish,12,54.2,22009,31.0763,-92.0014,wild bird,3
LA,calcasieu parish,12,55.2,22019,30.2293,-93.358,wild bird,1
LA,cameron parish,12,56.4,22023,29.8754,-93.1937,wild bird,3
LA,lasalle parish,12,52.7,22059,31.6768,-92.1604,wild bird,2
LA,morehouse parish,12,49.6,22067,32.8202,-91.8018,wild bird,4
LA,ouachita parish,12,50.5,22073,32.4784,-92.1549,wild bird,1
LA,richland parish,12,51.3,22083,32.4178,-91.7635,wild bird,5
ME,penobscot county,12,28.9,23019,45.4006,-68.6495,wild bird,17
MD,dorchester county,12,39.2,24019,38.4829,-76.0125,wild bird,1
MI,clinton county,12,29.4,26037,42.9437,-84.6015,wild bird,1
MI,eaton county,12,29.4,26045,42.5961,-84.8383,wild bird,1
MI,iron county,12,17.7,26071,46.2087,-88.5306,wild bird,1
MI,sanilac county,12,31.3,26151,43.4236,-82.8203,non-poultry,30
MN,dakota county,12,16.9,27037,44.6719,-93.0654,captive wild bird,1
MN,dodge county,12,16.8,27039,44.0226,-92.862,poultry,10000
MN,hennepin county,12,16.0,27053,45.0045,-93.477,captive wild bird,1
MN,lincoln county,12,13.8,27081,44.4126,-96.2671,wild bird,2
MN,ramsey county,12,16.7,27123,45.0171,-93.0996,captive wild bird,1
MN,redwood county,12,16.0,27127,44.4037,-95.2538,non-poultry,40
MN,scott county,12,15.7,27139,44.6485,-93.5359,captive wild bird,4
MN,wadena county,12,12.5,27159,46.5857,-94.9694,poultry,298100
MS,alcorn county,12,43.3,28003,34.8808,-88.5803,wild bird,1
MS,clarke county,12,51.3,28023,32.0414,-88.6894,wild bird,1
MS,desoto county,12,44.6,28033,34.8753,-89.9912,wild bird,1
MS,issaquena county,12,50.5,28055,32.7414,-90.9892,wild bird,7
MS,lafayette county,12,45.2,28071,34.3568,-89.485,wild bird,1
MS,lawrence county,12,52.6,28077,31.5502,-90.107,wild bird,1
MS,leflore county,12,49.8,28083,33.5505,-90.3011,wild bird,11
MS,lowndes county,12,49.4,28087,33.4729,-88.4433,wild bird,17
MS,madison county,12,50.1,28089,32.6347,-90.0337,wild bird,7
MS,monroe county,12,49.7,28095,33.8923,-88.4805,wild bird,1
MS,noxubee county,12,49.7,28103,33.1101,-88.5697,wild bird,20
MS,oktibbeha county,12,49.7,28105,33.4249,-88.8793,wild bird,5
MS,panola county,12,45.5,28107,34.3639,-89.9506,wild bird,1
MS,scott county,12,50.2,28123,32.4064,-89.5376,wild bird,1
MS,tallahatchie county,12,48.0,28135,33.9505,-90.1733,wild bird,60
MS,washington county,12,48.7,28151,33.2838,-90.9474,wild bird,1
MS,yazoo county,12,50.4,28163,32.7803,-90.3964,wild bird,1
MO,bates county,12,32.7,29013,38.2573,-94.34,non-poultry,30
MO,bates county,12,32.7,29013,38.2573,-94.34,wild bird,2
MO,bollinger county,12,37.0,29017,37.3222,-90.0259,wild bird,1
MO,boone county,12,32.7,29019,38.9906,-92.3097,wild bird,2
MO,dade county,12,35.7,29057,37.432,-93.8503,non-poultry,30
MO,dunklin county,12,39.6,29069,36.2721,-90.0909,wild bird,3
MO,franklin county,12,33.8,29071,38.4111,-91.075,wild bird,2
MO,harrison county,12,26.1,29081,40.3547,-93.9921,non-poultry,30
MO,holt county,12,27.6,29087,40.0944,-95.2155,wild bird,3
MO,howell county,12,36.8,29091,36.774,-91.8865,wild bird,1
MO,jackson county,12,31.4,29095,39.0085,-94.3461,non-poultry,30
MO,moniteau county,12,33.2,29135,38.6328,-92.5831,wild bird,1
MO,new madrid county,12,39.5,29143,36.5946,-89.6517,wild bird,1
MO,nodaway county,12,25.2,29147,40.3608,-94.8834,wild bird,1
MO,osage county,12,34.6,29151,38.4604,-91.8618,poultry,19700
MO,pemiscot county,12,39.8,29155,36.2114,-89.7854,wild bird,1
MO,perry county,12,35.4,29157,37.7072,-89.8244,wild bird,1
MO,platte county,12,31.2,29165,39.3803,-94.7738,wild bird,4
MO,st. charles county,12,34.0,29183,38.782,-90.6749,wild bird,2
MO,st. louis county,12,34.6,29189,38.6407,-90.4434,wild bird,3
MO,stoddard county,12,38.9,29207,36.8556,-89.9443,wild bird,1
MO,vernon county,12,33.8,29217,37.8506,-94.3424,wild bird,1
MO,webster county,12,34.3,29225,37.2809,-92.8759,wild bird,2
MT,big horn county,12,16.7,30003,45.4234,-107.4897,wild bird,8
MT,cascade county,12,16.8,30013,47.308,-111.347,wild bird,1
MT,flathead county,12,17.7,30029,48.2951,-114.0497,non-poultry,0
MT,garfield county,12,11.7,30033,47.2776,-106.9929,wild bird,1
MT,lake county,12,21.6,30047,47.6459,-114.0894,wild bird,3
MT,missoula county,12,21.3,30063,47.0365,-113.9237,wild bird,1
MT,toole county,12,10.2,30101,48.6554,-111.6957,wild bird,1
MT,yellowstone county,12,15.9,30111,45.9373,-108.2744,wild bird,1
NE,box butte county,12,21.5,31013,42.2198,-103.0857,wild bird,5
NE,colfax county,12,22.7,31037,41.574,-97.0865,wild bird,3
